,total_acidity,chlorides,pH,sulphates,alcohol,quality
6074,7.41,0.079,3.58,0.5,11.2,0
5414,13.59,0.1,3.25,0.74,11.9,1
5665,8.42,0.103,3.45,0.62,9.5,0
6454,7.52,0.066,3.53,0.56,9.9,0
6434,6.71,0.077,3.6,0.68,10.3,1
6311,10.72,0.104,3.04,0.9,10.1,0
5482,12.620000000000001,0.093,3.3,0.76,10.7,1
5510,8.14,0.077,3.32,0.6,10.0,1
5403,11.32,0.072,3.16,0.78,12.5,1
6156,7.4399999999999995,0.123,3.44,0.63,11.3,1
5928,7.6899999999999995,0.091,3.42,0.55,11.5,1
5410,11.58,0.125,3.03,0.81,9.7,1
6328,8.05,0.066,3.37,0.62,10.4,0
5880,8.14,0.07,3.34,0.82,12.9,1
6200,9.79,0.064,3.3,0.8,11.2,1
6237,8.03,0.084,3.36,0.54,10.5,1
6384,7.6899999999999995,0.07,3.38,0.6,10.3,0
5932,9.825,0.077,3.2,0.47,9.7,1
5700,5.685,0.044,3.56,0.94,12.9,1
5651,9.05,0.089,3.29,0.55,9.5,0
5736,10.76,0.075,3.24,0.83,11.2,1
6194,7.2299999999999995,0.093,3.2,0.45,9.5,0
6399,8.909999999999998,0.083,3.16,0.53,9.4,0
5604,7.86,0.093,3.4,0.47,10.0,0
5421,10.190000000000001,0.085,3.22,0.55,9.4,0
6226,7.13,0.073,3.34,0.52,9.3,0
6246,7.885000000000001,0.078,3.34,0.39,9.5,0
5746,7.25,0.081,3.59,0.66,9.8,0
5561,10.84,0.05,3.04,0.79,10.2,1
5397,9.7,0.086,3.48,0.74,11.6,1
5122,9.395,0.089,3.31,0.57,10.4,0
5383,11.26,0.054,3.17,0.47,10.0,0
5590,9.6,0.422,3.03,1.17,9.0,0
5283,8.100000000000001,0.09,3.43,0.76,9.7,1
6350,7.199999999999999,0.062,3.35,0.76,11.6,1
5931,8.15,0.089,3.3,0.59,10.4,1
5342,5.88,0.054,3.57,0.84,12.5,1
5004,8.889999999999999,0.467,3.08,1.31,9.3,0
5662,9.889999999999999,0.093,3.31,0.55,9.5,1
5499,14.18,0.071,3.1,0.56,9.0,1
5261,13.590000000000002,0.071,2.99,0.87,10.2,0
6453,7.73,0.065,3.44,0.68,10.55,1
5354,9.88,0.095,3.37,0.58,10.3,0
5584,7.93,0.07,3.44,0.6,9.1,0
5925,7.195,0.065,3.49,0.52,11.6,0
5511,8.97,0.058,3.26,0.74,9.8,0
5786,7.37,0.072,3.43,0.56,11.2,1
4975,7.585,0.104,3.52,0.55,10.7,1
4940,8.19,0.332,3.21,0.9,10.5,1
5282,8.49,0.087,3.42,0.74,9.2,0
5371,10.8,0.062,3.26,0.79,10.6,0
6010,8.64,0.056,3.29,0.71,11.0,1
5707,8.39,0.07,3.22,0.55,10.3,1
6363,7.489999999999999,0.063,3.41,0.67,9.7,0
6421,7.529999999999999,0.076,3.34,0.6,10.4,0
6332,11.109999999999998,0.214,3.18,0.77,9.0,1
5932,9.825,0.077,3.2,0.47,9.7,1
5760,8.24,0.067,3.24,0.44,10.4,0
5233,13.125,0.128,3.17,0.84,12.2,1
5775,8.425,0.064,3.41,0.57,11.8,1
5174,7.48,0.077,3.69,0.91,9.4,1
5386,12.47,0.081,3.32,0.92,10.8,1
5736,10.76,0.075,3.24,0.83,11.2,1
6177,10.490000000000002,0.062,3.14,0.57,11.5,1
6474,8.930000000000001,0.081,3.3,0.78,10.8,1
5323,7.47,0.059,3.52,0.56,12.3,1
5438,10.03,0.101,3.26,0.67,9.6,0
4962,7.975,0.086,3.41,0.39,10.9,0
5217,10.489999999999998,0.082,3.3,0.64,10.4,1
5821,7.52,0.084,3.38,0.64,10.1,1
5878,9.9,0.065,3.32,0.71,10.5,1
5563,10.13,0.084,3.14,0.56,9.7,0
6458,8.66,0.08,3.21,0.52,9.9,0
5157,10.780000000000001,0.085,3.36,0.8,10.5,1
6295,8.15,0.08,3.28,0.52,9.9,0
5763,7.905,0.077,3.51,0.54,9.7,0
6408,6.970000000000001,0.047,3.47,0.77,9.7,1
6287,7.199999999999999,0.08,3.1,0.53,9.7,0
5056,7.779999999999999,0.073,3.48,0.5,9.3,0
6044,8.42,0.178,3.28,0.87,9.8,1
6051,10.37,0.083,3.23,0.66,11.1,1
5857,8.64,0.089,3.36,0.61,10.0,0
5191,7.510000000000001,0.098,3.41,0.6,10.1,1
6060,9.24,0.075,3.14,0.71,11.8,1
6459,8.66,0.08,3.21,0.52,9.9,0
6188,8.34,0.1,3.36,0.59,11.0,0
6234,6.5,0.057,3.36,0.45,9.5,0
5214,10.39,0.102,3.3,0.65,10.1,0
6456,7.86,0.235,3.22,0.56,9.5,0
5671,8.59,0.157,3.3,0.92,9.5,1
5123,8.38,0.073,3.37,0.58,10.5,1
6038,8.0,0.08,3.41,0.65,9.5,1
5377,10.195,0.077,3.19,0.7,10.1,1
4967,8.755,0.074,3.34,0.95,10.5,1
5742,10.610000000000001,0.062,3.18,0.83,10.6,1
4914,9.34,0.092,3.3,0.75,10.5,1
5282,8.49,0.087,3.42,0.74,9.2,0
5122,9.395,0.089,3.31,0.57,10.4,0
6471,6.78,0.075,3.58,0.67,12.5,1
5613,7.87,0.069,3.29,0.48,9.2,1
5754,10.05,0.08,3.47,0.73,10.9,1
5087,8.71,0.082,3.2,0.55,9.5,0
5894,6.26,0.087,3.71,0.63,12.8,1
5267,10.2,0.074,3.2,1.13,12.0,1
5030,6.1899999999999995,0.049,3.63,0.63,13.0,0
5550,16.91,0.096,2.98,0.84,14.9,0
6448,7.779999999999999,0.087,3.45,0.53,9.5,0
6219,5.74,0.041,4.01,0.59,12.5,1
6370,8.549999999999999,0.073,3.38,0.79,11.1,1
6418,7.09,0.063,3.38,0.83,10.3,1
5949,9.55,0.414,3.03,1.34,9.2,0
5227,11.55,0.061,3.18,0.62,9.5,0
5020,7.995,0.075,3.49,0.52,9.2,0
6147,7.709999999999999,0.079,3.4,0.61,10.9,1
5733,8.365,0.066,3.39,0.51,9.3,0
5403,11.32,0.072,3.16,0.78,12.5,1
5149,7.699999999999999,0.074,3.47,0.7,9.9,1
5966,11.94,0.06,3.02,0.83,10.9,1
5493,9.905000000000001,0.086,3.27,0.57,9.3,0
5682,7.699999999999999,0.077,3.55,0.59,9.8,0
6363,7.489999999999999,0.063,3.41,0.67,9.7,0
4921,9.1,0.084,3.17,0.53,9.4,0
4917,8.73,0.341,3.04,1.08,9.2,1
5763,7.905,0.077,3.51,0.54,9.7,0
6485,6.5200000000000005,0.066,3.55,0.66,10.9,1
5020,7.995,0.075,3.49,0.52,9.2,0
5712,13.55,0.103,3.21,0.76,11.3,1
5900,9.719999999999999,0.063,3.26,0.84,11.7,1
5012,8.549999999999999,0.104,3.19,0.93,9.5,0
6085,7.7299999999999995,0.085,3.33,0.46,11.9,1
5818,10.379999999999999,0.091,3.24,0.56,10.5,0
5963,8.49,0.083,3.29,0.6,10.2,1
5267,10.2,0.074,3.2,1.13,12.0,1
6080,11.0,0.068,3.38,0.86,10.5,1
5729,6.590000000000001,0.071,3.56,0.77,11.1,1
5445,11.4,0.067,3.26,0.86,10.7,1
5707,8.39,0.07,3.22,0.55,10.3,1
6141,9.080000000000002,0.082,3.37,0.62,9.5,0
6027,11.28,0.092,3.21,0.69,10.5,1
5908,9.629999999999999,0.067,3.25,0.55,12.3,1
6147,7.709999999999999,0.079,3.4,0.61,10.9,1
6339,8.375,0.094,3.16,0.52,9.566666667,1
6482,7.460000000000001,0.061,3.29,0.8,11.6,1
6124,8.11,0.08,3.02,0.47,9.2,0
5170,11.85,0.071,3.22,0.78,10.1,0
5935,8.309999999999999,0.074,3.35,0.56,9.2,0
5520,10.8,0.08,3.13,0.55,9.5,0
5201,8.19,0.186,3.39,0.54,9.5,0
5269,8.540000000000001,0.056,3.32,0.87,8.7,1
6339,8.375,0.094,3.16,0.52,9.566666667,1
5215,10.489999999999998,0.082,3.3,0.64,10.4,1
5662,9.889999999999999,0.093,3.31,0.55,9.5,1
5012,8.549999999999999,0.104,3.19,0.93,9.5,0
6444,7.59,0.072,3.36,0.61,10.2,0
6282,8.004999999999999,0.107,3.19,0.5,9.5,0
5640,7.115,0.065,3.46,0.65,9.2,0
6246,7.885000000000001,0.078,3.34,0.39,9.5,0
5536,8.735,0.143,3.35,0.65,10.2,1
6137,7.17,0.057,3.45,0.56,11.8,0
5180,8.239999999999998,0.067,3.36,0.57,9.1,0
4900,8.6,0.092,3.26,0.65,9.8,0
5625,6.99,0.067,3.46,0.68,9.5,0
5234,9.78,0.052,3.35,0.7,12.5,1
5138,9.905,0.263,3.0,1.09,9.3,0
6446,12.1,0.099,3.1,0.58,10.4,0
5416,11.600000000000001,0.088,3.22,0.68,11.7,1
6066,7.109999999999999,0.067,3.21,0.56,12.0,1
5392,7.12,0.051,3.44,0.55,12.1,1
6041,7.52,0.065,3.61,0.82,10.0,1
5812,7.994999999999999,0.059,3.29,0.52,11.5,1
6292,7.11,0.07,3.32,0.48,9.2,0
5368,13.97,0.093,3.05,0.61,10.6,0
6096,8.22,0.052,3.15,0.79,10.9,1
5597,12.730000000000002,0.071,3.11,0.62,10.8,1
5624,8.91,0.084,3.43,0.72,11.1,1
5159,8.014999999999999,0.087,3.35,0.6,9.4,0
5997,9.5,0.096,3.2,0.52,9.4,0
6051,10.37,0.083,3.23,0.66,11.1,1
5026,8.75,0.065,3.42,0.92,10.5,1
5237,13.32,0.082,3.11,1.36,9.8,1
5567,12.09,0.082,2.94,0.66,9.2,1
5622,8.715,0.086,3.54,0.6,11.2,0
5237,13.32,0.082,3.11,1.36,9.8,1
5094,8.18,0.074,3.46,0.59,10.2,0
5512,10.135,0.148,2.87,1.36,10.2,1
5152,7.699999999999999,0.074,3.47,0.7,9.9,1
5024,9.53,0.081,3.53,0.49,10.9,0
5299,8.26,0.059,3.29,0.47,10.8,1
5217,10.489999999999998,0.082,3.3,0.64,10.4,1
5564,9.15,0.222,3.18,0.6,9.5,1
5360,11.94,0.085,3.18,0.61,11.8,0
5943,7.340000000000001,0.07,3.32,0.58,11.4,1
6399,8.909999999999998,0.083,3.16,0.53,9.4,0
6041,7.52,0.065,3.61,0.82,10.0,1
6147,7.709999999999999,0.079,3.4,0.61,10.9,1
6112,10.99,0.081,3.1,0.48,10.4,1
4953,8.36,0.084,3.34,0.53,9.5,0
5069,8.59,0.073,3.29,0.61,9.2,1
5299,8.26,0.059,3.29,0.47,10.8,1
5419,8.5,0.088,3.48,0.64,9.1,0
5800,8.135,0.08,3.58,0.69,10.8,1
6064,10.700000000000001,0.111,2.94,0.98,10.2,0
6168,5.39,0.048,3.7,0.75,14.0,1
5580,9.270000000000001,0.078,3.33,0.54,9.8,0
5573,10.100000000000001,0.064,3.26,0.65,10.2,0
4932,5.7700000000000005,0.103,3.38,0.55,9.2,0
5370,13.42,0.083,3.15,0.82,10.4,1
5837,6.83,0.073,3.61,0.54,11.4,0
5283,8.100000000000001,0.09,3.43,0.76,9.7,1
5053,7.949999999999999,0.071,3.42,0.71,10.5,0
5654,7.289999999999999,0.057,3.6,0.46,11.2,1
6031,7.75,0.089,3.37,0.68,11.2,1
6350,7.199999999999999,0.062,3.35,0.76,11.6,1
5622,8.715,0.086,3.54,0.6,11.2,0
6491,7.5,0.068,3.42,0.82,9.5,1
6292,7.11,0.07,3.32,0.48,9.2,0
6102,8.020000000000001,0.074,3.4,0.85,11.0,1
5695,10.11,0.038,3.24,0.81,10.8,1
6416,8.33,0.114,3.32,0.63,10.5,0
5729,6.590000000000001,0.071,3.56,0.77,11.1,1
5508,9.580000000000002,0.083,3.39,0.54,9.2,0
6291,8.77,0.078,3.3,0.48,10.2,0
5957,9.91,0.101,3.21,0.59,12.1,1
5241,11.760000000000002,0.118,3.3,0.75,9.8,1
5262,14.075000000000001,0.083,3.07,0.73,10.0,1
5487,10.979999999999999,0.059,3.05,0.74,10.5,1
5894,6.26,0.087,3.71,0.63,12.8,1
5172,8.33,0.088,3.38,0.77,9.4,0
6055,5.789999999999999,0.042,3.46,0.87,12.9,1
5533,9.54,0.065,3.27,0.55,9.7,0
6141,9.080000000000002,0.082,3.37,0.62,9.5,0
5127,7.67,0.081,3.46,0.5,11.0,0
5163,12.58,0.071,3.2,0.72,10.2,1
5123,8.38,0.073,3.37,0.58,10.5,1
5089,7.0200000000000005,0.074,3.57,0.62,9.8,1
5126,8.38,0.073,3.37,0.58,10.5,1
5732,9.745000000000001,0.088,3.32,0.47,9.4,0
4996,8.56,0.079,3.39,0.56,9.8,0
5481,12.77,0.074,2.98,0.66,9.9,1
6411,7.110000000000001,0.078,3.33,0.6,10.5,1
5182,10.56,0.102,3.31,0.71,9.8,0
6272,7.615,0.267,3.32,0.51,9.8,0
5520,10.8,0.08,3.13,0.55,9.5,0
6382,7.77,0.06,3.53,0.64,10.9,0
6446,12.1,0.099,3.1,0.58,10.4,0
5422,10.12,0.086,3.23,0.64,9.5,0
6297,7.87,0.068,3.42,0.72,11.1,1
5478,13.290000000000001,0.089,3.19,0.44,9.6,0
6185,8.68,0.056,3.22,0.37,13.0,0
5544,8.02,0.107,3.4,0.63,10.1,0
6477,6.85,0.053,3.54,0.6,11.3,0
4904,8.56,0.069,3.3,0.46,9.4,0
5491,10.97,0.094,3.29,0.58,9.0,0
5341,10.93,0.077,3.23,0.63,11.6,1
5928,7.6899999999999995,0.091,3.42,0.55,11.5,1
5225,11.24,0.107,3.28,0.83,11.5,0
5927,8.29,0.088,3.32,0.56,10.5,1
6363,7.489999999999999,0.063,3.41,0.67,9.7,0
5434,10.770000000000001,0.077,3.09,0.57,9.4,0
6069,7.6899999999999995,0.078,3.42,0.68,10.8,1
5829,8.02,0.074,3.48,0.65,9.8,0
6417,7.38,0.106,3.44,0.58,10.2,0
5309,9.899999999999999,0.08,3.38,0.62,9.5,0
5444,8.290000000000001,0.078,3.45,0.78,9.5,1
6089,7.385,0.166,3.56,0.51,10.8,0
5749,10.17,0.085,3.28,0.55,9.5,0
5531,11.255,0.105,3.43,0.64,11.3,0
5125,9.96,0.089,3.39,0.63,9.8,0
5354,9.88,0.095,3.37,0.58,10.3,0
5515,12.32,0.079,3.03,0.93,9.8,1
5848,9.469999999999999,0.075,3.41,0.76,11.9,1
6035,11.37,0.08,3.22,0.76,11.4,1
6014,7.76,0.091,3.38,0.6,11.3,1
5622,8.715,0.086,3.54,0.6,11.2,0
6426,8.68,0.096,3.31,0.67,10.1,1
5038,9.254999999999999,0.09,3.19,0.82,9.6,0
6179,7.76,0.077,3.37,0.64,10.4,1
6056,7.54,0.076,3.42,1.16,10.6,1
6180,8.665000000000001,0.084,3.33,0.68,10.9,1
5773,9.510000000000002,0.109,3.31,0.79,11.8,1
5422,10.12,0.086,3.23,0.64,9.5,0
5275,10.2,0.074,3.2,1.13,12.0,1
6411,7.110000000000001,0.078,3.33,0.6,10.5,1
5392,7.12,0.051,3.44,0.55,12.1,1
5665,8.42,0.103,3.45,0.62,9.5,0
5846,9.469999999999999,0.075,3.41,0.76,11.9,1
5156,8.87,0.611,3.06,1.26,9.4,0
5123,8.38,0.073,3.37,0.58,10.5,1
5217,10.489999999999998,0.082,3.3,0.64,10.4,1
4904,8.56,0.069,3.3,0.46,9.4,0
6401,7.03,0.077,3.51,0.69,11.0,1
5842,9.090000000000002,0.09,3.27,0.64,12.1,1
5426,9.11,0.084,3.34,0.75,8.7,1
5962,9.03,0.067,3.28,0.57,11.8,1
6218,10.7,0.094,3.26,0.66,10.1,0
5150,11.93,0.09,3.17,0.53,10.5,0
5468,12.34,0.07,3.32,0.91,11.0,1
5454,11.92,0.118,3.07,0.56,11.7,1
5268,7.685,0.063,3.57,0.78,9.9,0
6390,6.91,0.05,3.57,0.54,11.95,0
5122,9.395,0.089,3.31,0.57,10.4,0
5968,10.08,0.057,3.18,0.89,11.1,1
5306,11.32,0.174,3.19,0.7,11.3,1
4973,9.850000000000001,0.093,3.54,0.66,10.5,0
5282,8.49,0.087,3.42,0.74,9.2,0
5217,10.489999999999998,0.082,3.3,0.64,10.4,1
5863,9.040000000000001,0.065,3.34,0.86,11.0,1
6144,8.21,0.086,3.12,0.48,10.0,0
5736,10.76,0.075,3.24,0.83,11.2,1
6113,9.530000000000001,0.095,3.26,0.56,11.3,1
5930,8.92,0.095,3.36,0.53,9.6,0
5194,11.799999999999999,0.086,3.16,0.52,9.9,0
5959,10.0,0.071,3.21,0.69,12.5,1
5354,9.88,0.095,3.37,0.58,10.3,0
5446,13.24,0.079,3.12,0.75,10.4,1
5241,11.760000000000002,0.118,3.3,0.75,9.8,1
6458,8.66,0.08,3.21,0.52,9.9,0
5000,8.825,0.08,3.3,0.59,9.0,1
6252,7.8100000000000005,0.077,3.35,0.52,10.0,0
5639,9.969999999999999,0.078,3.21,0.57,9.5,0
6122,13.48,0.08,3.07,0.82,10.3,1
6161,8.979999999999999,0.089,3.37,0.46,9.6,0
5449,10.07,0.092,3.19,0.73,10.0,1
5405,12.42,0.084,3.17,0.71,9.5,1
6048,8.85,0.067,3.3,0.76,12.8,1
6162,9.19,0.066,3.38,0.72,11.8,1
5976,9.62,0.08,3.27,0.58,11.0,0
5311,10.83,0.097,3.27,0.82,11.7,1
5749,10.17,0.085,3.28,0.55,9.5,0
6246,7.885000000000001,0.078,3.34,0.39,9.5,0
6451,8.035,0.08,3.41,0.6,9.4,0
6078,8.879999999999999,0.076,3.27,0.81,11.0,1
5478,13.290000000000001,0.089,3.19,0.44,9.6,0
5777,7.84,0.076,3.53,0.55,9.5,0
5510,8.14,0.077,3.32,0.6,10.0,1
6334,10.760000000000002,0.169,3.15,0.65,8.5,0
5319,7.47,0.059,3.52,0.56,12.3,1
6226,7.13,0.073,3.34,0.52,9.3,0
6163,7.82,0.081,3.38,0.6,10.3,1
5089,7.0200000000000005,0.074,3.57,0.62,9.8,1
6155,7.86,0.085,3.32,0.7,11.0,1
5858,9.24,0.058,3.16,0.85,11.1,1
5912,8.74,0.12,3.22,0.58,11.2,1
5103,13.840000000000002,0.095,3.2,0.77,10.8,1
6413,7.95,0.074,3.53,0.72,9.25,1
5354,9.88,0.095,3.37,0.58,10.3,0
6218,10.7,0.094,3.26,0.66,10.1,0
6252,7.8100000000000005,0.077,3.35,0.52,10.0,0
5897,7.09,0.055,3.47,0.53,12.9,1
5609,9.805,0.093,3.38,0.61,9.5,0
6471,6.78,0.075,3.58,0.67,12.5,1
6298,8.8,0.08,3.25,0.51,9.9,0
5269,8.540000000000001,0.056,3.32,0.87,8.7,1
4933,8.445,0.086,3.4,0.55,9.6,1
5262,14.075000000000001,0.083,3.07,0.73,10.0,1
4898,8.1,0.076,3.51,0.56,9.4,0
5851,11.02,0.052,3.2,0.69,12.1,1
5155,7.295,0.075,3.49,0.67,9.2,0
5152,7.699999999999999,0.074,3.47,0.7,9.9,1
6014,7.76,0.091,3.38,0.6,11.3,1
5074,7.89,0.08,3.33,0.47,9.5,0
6029,6.300000000000001,0.045,3.32,0.44,9.5,0
5932,9.825,0.077,3.2,0.47,9.7,1
6441,11.959999999999999,0.064,3.25,0.57,10.4,1
5666,7.709999999999999,0.082,3.55,0.53,9.7,1
5182,10.56,0.102,3.31,0.71,9.8,0
5731,12.51,0.147,3.38,0.86,9.9,0
5225,11.24,0.107,3.28,0.83,11.5,0
5160,8.549999999999999,0.07,3.34,0.57,10.0,0
6379,9.079999999999998,0.104,3.39,0.68,10.6,0
5028,9.305,0.118,3.24,0.66,9.4,0
5017,7.77,0.097,3.34,0.54,9.2,1
6010,8.64,0.056,3.29,0.71,11.0,1
5963,8.49,0.083,3.29,0.6,10.2,1
4901,12.04,0.075,3.16,0.58,9.8,1
5578,14.31,0.07,3.06,0.49,9.0,0
6307,6.51,0.064,3.54,0.93,10.7,1
5371,10.8,0.062,3.26,0.79,10.6,0
6266,9.09,0.079,3.27,0.5,9.8,1
5603,9.585,0.073,3.37,0.49,9.9,0
5306,11.32,0.174,3.19,0.7,11.3,1
5299,8.26,0.059,3.29,0.47,10.8,1
6078,8.879999999999999,0.076,3.27,0.81,11.0,1
5996,8.76,0.216,3.15,0.81,12.5,1
5245,14.96,0.093,3.02,0.93,12.0,1
6389,6.18,0.049,3.72,0.58,11.4,0
5836,7.96,0.068,3.34,0.72,12.9,1
6410,7.23,0.061,3.53,0.65,10.4,1
5431,10.81,0.072,3.22,0.66,12.8,1
5992,7.414999999999999,0.117,3.35,0.49,10.8,1
6174,9.3,0.05,3.28,0.56,12.0,0
5567,12.09,0.082,2.94,0.66,9.2,1
5321,11.21,0.066,3.15,0.9,11.0,1
5139,12.940000000000001,0.093,3.14,0.71,10.9,1
6219,5.74,0.041,4.01,0.59,12.5,1
6020,6.77,0.055,3.45,0.48,12.3,1
5065,7.88,0.072,3.37,0.48,9.0,0
5818,10.379999999999999,0.091,3.24,0.56,10.5,0
5701,8.34,0.114,3.24,0.66,9.6,1
6118,11.74,0.132,3.28,0.77,11.5,1
5045,8.35,0.236,3.11,0.8,9.3,0
6002,8.82,0.073,3.28,0.66,12.4,1
5693,11.990000000000002,0.132,2.99,1.18,10.2,0
5478,13.290000000000001,0.089,3.19,0.44,9.6,0
5105,8.68,0.069,3.29,0.53,9.3,0
6118,11.74,0.132,3.28,0.77,11.5,1
5419,8.5,0.088,3.48,0.64,9.1,0
6394,8.5,0.089,3.26,0.59,9.7,0
6447,8.06,0.074,3.24,0.7,11.4,1
6104,8.020000000000001,0.074,3.4,0.85,11.0,1
5712,13.55,0.103,3.21,0.76,11.3,1
5098,10.39,0.056,3.22,0.82,10.3,1
5887,10.395,0.073,3.14,0.51,10.9,1
4967,8.755,0.074,3.34,0.95,10.5,1
6232,8.035,0.166,3.39,0.52,10.0,0
6010,8.64,0.056,3.29,0.71,11.0,1
5024,9.53,0.081,3.53,0.49,10.9,0
6327,8.48,0.049,3.33,0.93,11.3,0
4940,8.19,0.332,3.21,0.9,10.5,1
5655,8.969999999999999,0.084,3.25,0.5,9.8,0
6247,7.470000000000001,0.081,3.41,0.52,10.8,0
4903,8.06,0.075,3.51,0.56,9.4,0
5110,12.68,0.059,3.21,0.67,10.2,1
5608,12.055,0.08,3.06,0.57,10.1,0
5791,7.890000000000001,0.078,3.53,0.57,9.7,0
5095,12.4,0.067,3.11,0.97,10.1,1
6137,7.17,0.057,3.45,0.56,11.8,0
5469,6.800000000000001,0.095,3.57,0.57,11.7,1
5573,10.100000000000001,0.064,3.26,0.65,10.2,0
5228,11.2,0.122,3.23,0.66,12.5,1
5309,9.899999999999999,0.08,3.38,0.62,9.5,0
5932,9.825,0.077,3.2,0.47,9.7,1
4995,7.75,0.07,3.25,0.63,9.2,0
5333,13.320000000000002,0.091,3.16,0.49,9.5,0
5503,9.030000000000001,0.085,3.31,0.59,9.2,1
5389,10.11,0.055,3.34,0.79,13.3,1
6268,9.989999999999998,0.415,3.0,1.17,9.2,0
6167,6.0200000000000005,0.044,3.5,0.82,14.0,1
5269,8.540000000000001,0.056,3.32,0.87,8.7,1
5045,8.35,0.236,3.11,0.8,9.3,0
5800,8.135,0.08,3.58,0.69,10.8,1
5916,8.549999999999999,0.049,2.89,0.44,12.7,1
6023,9.39,0.055,3.14,0.59,11.3,1
5606,8.465,0.068,3.34,0.61,11.6,1
5520,10.8,0.08,3.13,0.55,9.5,0
5172,8.33,0.088,3.38,0.77,9.4,0
6236,6.5,0.057,3.36,0.45,9.5,0
6118,11.74,0.132,3.28,0.77,11.5,1
5243,7.6850000000000005,0.067,3.6,0.81,9.9,0
6337,7.989999999999999,0.072,3.32,0.68,11.06666667,1
5079,10.0,0.27,3.12,1.02,9.3,0
5761,7.88,0.078,3.51,0.53,9.7,0
5583,9.11,0.059,3.37,0.56,11.3,0
5314,11.72,0.111,3.26,0.66,11.7,1
6461,8.025,0.076,3.29,0.54,10.1,0
6125,9.83,0.104,3.27,0.72,9.6,0
5282,8.49,0.087,3.42,0.74,9.2,0
6073,7.11,0.095,3.61,0.7,11.5,1
5363,10.69,0.098,3.48,0.91,9.7,0
5609,9.805,0.093,3.38,0.61,9.5,0
5575,9.51,0.084,3.4,0.48,9.9,0
5901,7.48,0.067,3.36,0.55,12.8,1
6215,10.8,0.091,3.18,0.69,11.9,1
5323,7.47,0.059,3.52,0.56,12.3,1
5123,8.38,0.073,3.37,0.58,10.5,1
5550,16.91,0.096,2.98,0.84,14.9,0
6417,7.38,0.106,3.44,0.58,10.2,0
5552,9.540000000000001,0.074,3.08,0.46,9.5,0
5238,13.04,0.066,3.12,1.18,9.2,1
5667,8.63,0.076,3.39,0.54,9.6,0
5749,10.17,0.085,3.28,0.55,9.5,0
4948,9.72,0.074,3.15,0.74,9.2,0
6492,6.88,0.09,3.45,0.58,10.5,0
5168,8.505,0.087,3.36,0.67,10.7,1
5593,5.589999999999999,0.034,3.9,0.62,12.8,1
6356,9.09,0.067,3.39,0.6,10.5,0
5202,9.65,0.112,3.2,0.52,9.2,0
5119,8.190000000000001,0.101,3.15,0.57,9.4,0
4907,8.36,0.071,3.35,0.8,10.5,0
5217,10.489999999999998,0.082,3.3,0.64,10.4,1
4920,8.540000000000001,0.106,3.17,0.91,9.5,0
5422,10.12,0.086,3.23,0.64,9.5,0
5160,8.549999999999999,0.07,3.34,0.57,10.0,0
5282,8.49,0.087,3.42,0.74,9.2,0
6349,8.559999999999999,0.104,3.33,0.78,11.0,1
6323,8.93,0.076,3.26,0.7,9.6,1
5860,7.1899999999999995,0.115,3.38,0.69,9.5,0
5941,10.3,0.069,3.29,0.81,10.9,1
6444,7.59,0.072,3.36,0.61,10.2,0
6146,7.640000000000001,0.081,3.41,0.75,11.1,1
5665,8.42,0.103,3.45,0.62,9.5,0
6292,7.11,0.07,3.32,0.48,9.2,0
5792,7.86,0.08,3.53,0.58,9.8,1
6252,7.8100000000000005,0.077,3.35,0.52,10.0,0
6050,9.15,0.118,3.15,0.53,9.8,0
4900,8.6,0.092,3.26,0.65,9.8,0
5829,8.02,0.074,3.48,0.65,9.8,0
5502,9.010000000000002,0.096,3.17,0.62,9.1,1
6059,9.68,0.076,3.21,0.75,10.2,1
6370,8.549999999999999,0.073,3.38,0.79,11.1,1
6316,8.34,0.077,3.16,0.46,9.8,0
6261,9.1,0.08,3.29,0.48,9.8,0
5932,9.825,0.077,3.2,0.47,9.7,1
5866,9.83,0.068,3.2,0.6,12.2,1
5639,9.969999999999999,0.078,3.21,0.57,9.5,0
5930,8.92,0.095,3.36,0.53,9.6,0
6222,7.4,0.077,3.39,0.6,10.6,1
5890,7.0,0.076,3.36,0.48,9.4,1
5505,9.690000000000001,0.092,3.31,0.53,10.5,1
5513,10.7,0.079,3.5,0.57,9.7,0
5759,7.47,0.039,3.66,0.6,11.5,1
5748,10.17,0.085,3.28,0.55,9.5,0
5055,7.949999999999999,0.071,3.42,0.71,10.5,0
6262,7.824999999999999,0.096,3.46,0.53,11.8,1
5200,9.125,0.092,3.51,0.72,10.0,0
5455,16.735,0.095,2.92,0.74,11.1,0
6205,7.569999999999999,0.068,3.41,0.52,11.1,0
5172,8.33,0.088,3.38,0.77,9.4,0
5880,8.14,0.07,3.34,0.82,12.9,1
6141,9.080000000000002,0.082,3.37,0.62,9.5,0
5858,9.24,0.058,3.16,0.85,11.1,1
6226,7.13,0.073,3.34,0.52,9.3,0
6145,8.14,0.082,3.49,0.68,10.5,0
5439,10.450000000000001,0.064,3.21,0.73,11.0,1
5623,9.83,0.077,3.29,0.55,10.4,0
6438,6.800000000000001,0.071,3.56,0.63,11.6,1
5446,13.24,0.079,3.12,0.75,10.4,1
5368,13.97,0.093,3.05,0.61,10.6,0
5840,10.93,0.092,3.22,0.64,10.0,1
5528,9.499999999999998,0.097,3.27,0.6,9.3,1
6145,8.14,0.082,3.49,0.68,10.5,0
5174,7.48,0.077,3.69,0.91,9.4,1
